Task,Mode,Participant,Run time,Created at,Robot count,
robot_positioning,default,zBaC_hbxYYY9JUwhRn7oHQ,72.1,2013-09-20 16:35:08 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
varying_control,repulsive,45GDnWOfaYefP_cBqBJxcg,215.809,2013-09-20 17:00:16 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.97 Safari/537.22"
robot_positioning,default,zBaC_hbxYYY9JUwhRn7oHQ,74.385,2013-09-20 16:37:52 UTC,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
robot_positioning,default,hJQ9WsbPjwbS3rDbYDDPnw,148.791,2013-09-20 16:49:58 UTC,3,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
pyramid_building,1.5,hJQ9WsbPjwbS3rDbYDDPnw,338.245,2013-09-20 16:56:10 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
maze_positioning,default,hn3SI2uujl-a-Rq4IBg6fA,111.144,2013-09-20 17:02:25 UTC,412,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
maze_positioning,default,0PuiZKfZiBJYPdIhK6F9kA,110.873,2013-09-20 17:26:47 UTC,365,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,118.091,2013-09-20 17:53:03 UTC,335,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,140.478,2013-09-20 17:57:13 UTC,269,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,117.6,2013-09-20 17:59:37 UTC,413,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,104.631,2013-09-20 18:01:43 UTC,390,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
robot_positioning,default,Efk9UInJjR5vbnTXGYd4ig,2.778,2013-09-20 18:02:02 UTC,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,88.794,2013-09-20 18:04:24 UTC,253,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,153.029,2013-09-20 18:07:39 UTC,412,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,N0-pqXGUpto4rSz4yS5UTQ,97.117,2013-09-20 18:07:41 UTC,317,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
varying_control,repulsive,vkhKWlcbMY4SirxVspVWIA,394.275,2013-09-20 18:09:07 UTC,16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0
maze_positioning,default,N0-pqXGUpto4rSz4yS5UTQ,60.803,2013-09-20 18:09:31 UTC,103,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,120.801,2013-09-20 18:10:16 UTC,337,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,N0-pqXGUpto4rSz4yS5UTQ,52.401,2013-09-20 18:10:36 UTC,195,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,55.51,2013-09-20 18:11:21 UTC,97,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,eJ64dAynElBHo6pmRozmzA,154.403,2013-09-20 18:13:37 UTC,482,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,66.502,2013-09-20 18:14:02 UTC,194,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
varying_control,attractive,OzOmRjTDViouBhbLIrWztQ,98.374,2013-09-20 18:14:53 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,72.844,2013-09-20 18:15:26 UTC,155,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
robot_positioning,default,eJ64dAynElBHo6pmRozmzA,142.303,2013-09-20 18:16:34 UTC,7,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
robot_positioning,default,eJ64dAynElBHo6pmRozmzA,11.209,2013-09-20 18:16:58 UTC,4,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,74.432,2013-09-20 18:17:53 UTC,87,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,105.933,2013-09-20 18:19:52 UTC,54,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,75.78,2013-09-20 18:22:31 UTC,177,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
varying_control,attractive,xYuX2NY-yEmdf8eU1z-c2A,123.161,2013-09-20 18:23:36 UTC,16,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,103.591,2013-09-20 18:25:46 UTC,180,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
maze_positioning,default,Efk9UInJjR5vbnTXGYd4ig,119.589,2013-09-20 18:28:45 UTC,470,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36"
robot_positioning,default,xYuX2NY-yEmdf8eU1z-c2A,176.785,2013-09-20 18:35:04 UTC,5,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,xYuX2NY-yEmdf8eU1z-c2A,82.806,2013-09-20 18:37:00 UTC,5,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,9.8,xYuX2NY-yEmdf8eU1z-c2A,249.882,2013-09-20 18:41:40 UTC,8,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,mean & variance,xYuX2NY-yEmdf8eU1z-c2A,171.691,2013-09-20 18:45:19 UTC,100,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,HxySOAp6jRUHeDGAU73_cA,124.683,2013-09-20 19:37:37 UTC,87,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
maze_positioning,default,HxySOAp6jRUHeDGAU73_cA,66.401,2013-09-20 19:39:11 UTC,228,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
maze_positioning,default,HxySOAp6jRUHeDGAU73_cA,43.225,2013-09-20 19:41:00 UTC,328,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
varying_control,global,jhlD-YduY-0hgRNNb_bVMQ,184.051,2013-09-20 19:42:06 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,HxySOAp6jRUHeDGAU73_cA,2.456,2013-09-20 19:45:38 UTC,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
robot_positioning,default,HxySOAp6jRUHeDGAU73_cA,9.759,2013-09-20 19:46:37 UTC,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
varying_visualization,convex-hull,jhlD-YduY-0hgRNNb_bVMQ,243.854,2013-09-20 19:47:42 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,full-state,jhlD-YduY-0hgRNNb_bVMQ,233.874,2013-09-20 19:52:47 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,jhlD-YduY-0hgRNNb_bVMQ,257.477,2013-09-20 19:57:33 UTC,475,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,jhlD-YduY-0hgRNNb_bVMQ,169.822,2013-09-20 20:02:16 UTC,9,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,repulsive,bI_SjC1QNkfCRIYLv3xqDw,260.489,2013-09-20 20:09:37 UTC,16,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
varying_control,global,bI_SjC1QNkfCRIYLv3xqDw,121.311,2013-09-20 20:12:51 UTC,16,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
varying_visualization,mean & variance,jhlD-YduY-0hgRNNb_bVMQ,169.408,2013-09-20 20:15:19 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,bI_SjC1QNkfCRIYLv3xqDw,13.354,2013-09-20 20:19:41 UTC,3,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
varying_control,repulsive,jhlD-YduY-0hgRNNb_bVMQ,365.237,2013-09-20 20:23:37 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,jhlD-YduY-0hgRNNb_bVMQ,209.716,2013-09-20 20:27:32 UTC,423,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,mean,jhlD-YduY-0hgRNNb_bVMQ,546.646,2013-09-20 20:44:40 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,HxySOAp6jRUHeDGAU73_cA,52.384,2013-09-20 19:42:15 UTC,414,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
maze_positioning,default,HxySOAp6jRUHeDGAU73_cA,36.488,2013-09-20 19:44:12 UTC,161,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
pyramid_building,1.6,jhlD-YduY-0hgRNNb_bVMQ,461.8,2013-09-20 20:10:31 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,global,63pLs6PIOyBBrPfgTPt2iA,296.845,2013-09-20 20:14:04 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1626.5 Safari/537.36"
varying_visualization,full-state,bI_SjC1QNkfCRIYLv3xqDw,206.732,2013-09-20 20:17:57 UTC,100,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,jhlD-YduY-0hgRNNb_bVMQ,75.09,2013-09-20 20:29:26 UTC,6,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,4.5,jhlD-YduY-0hgRNNb_bVMQ,312.51,2013-09-20 20:35:15 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,global,aYjND1MMva31Ayrb6zLjuQ,322.656,2013-09-20 21:42:16 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
varying_control,attractive,Ft1S0ZgMW26K7NurLTPxqg,29.762,2013-09-20 22:28:46 UTC,16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
maze_positioning,default,Ft1S0ZgMW26K7NurLTPxqg,48.106,2013-09-20 22:29:49 UTC,313,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
robot_positioning,default,Ft1S0ZgMW26K7NurLTPxqg,10.258,2013-09-20 22:30:23 UTC,4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
robot_positioning,default,Ft1S0ZgMW26K7NurLTPxqg,1.508,2013-09-20 22:30:51 UTC,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
robot_positioning,default,Ft1S0ZgMW26K7NurLTPxqg,7.328,2013-09-20 22:31:11 UTC,3,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
varying_control,global,2CC1Cg0-FbIcgtfsBpIv8A,121.657,2013-09-20 22:33:27 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,0.9,Ft1S0ZgMW26K7NurLTPxqg,185.196,2013-09-20 22:34:30 UTC,8,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
varying_visualization,full-state,Ft1S0ZgMW26K7NurLTPxqg,65.983,2013-09-20 22:35:48 UTC,100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
maze_positioning,default,2CC1Cg0-FbIcgtfsBpIv8A,121.704,2013-09-20 22:36:24 UTC,498,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,2CC1Cg0-FbIcgtfsBpIv8A,33.304,2013-09-20 22:37:16 UTC,4,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,global,sU9FPa70UnKSZpl3Y7KZ0Q,185.281,2013-09-20 23:05:15 UTC,16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,attractive,6DQ6IDgexjio_EpDR52oxw,54.738,2013-09-21 00:00:07 UTC,16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,6DQ6IDgexjio_EpDR52oxw,74.459,2013-09-21 00:01:42 UTC,32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,6DQ6IDgexjio_EpDR52oxw,101.103,2013-09-21 00:06:35 UTC,8,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
varying_control,attractive,_k2Y44g8NzfFZaAOZvShbQ,90.862,2013-09-21 00:45:02 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,_k2Y44g8NzfFZaAOZvShbQ,132.361,2013-09-21 00:47:43 UTC,28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,_k2Y44g8NzfFZaAOZvShbQ,34.624,2013-09-21 00:50:30 UTC,4,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,2.6,_k2Y44g8NzfFZaAOZvShbQ,376.298,2013-09-21 00:57:08 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,full-state,_k2Y44g8NzfFZaAOZvShbQ,196.755,2013-09-21 01:00:49 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,global,_k2Y44g8NzfFZaAOZvShbQ,141.592,2013-09-21 01:06:20 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,_k2Y44g8NzfFZaAOZvShbQ,84.985,2013-09-21 01:08:06 UTC,500,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,_k2Y44g8NzfFZaAOZvShbQ,58.76,2013-09-21 01:09:33 UTC,74,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,_k2Y44g8NzfFZaAOZvShbQ,70.573,2013-09-21 01:11:02 UTC,467,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,_k2Y44g8NzfFZaAOZvShbQ,53.438,2013-09-21 01:12:18 UTC,67,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,_k2Y44g8NzfFZaAOZvShbQ,8.512,2013-09-21 01:12:54 UTC,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,1.2,_k2Y44g8NzfFZaAOZvShbQ,225.322,2013-09-21 01:16:58 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,full-state,_k2Y44g8NzfFZaAOZvShbQ,80.104,2013-09-21 01:18:32 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,attractive,_k2Y44g8NzfFZaAOZvShbQ,90.066,2013-09-21 01:20:31 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,global,QMLG48RO2j6XU6Pfpeg9pw,158.096,2013-09-22 00:44:59 UTC,16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,_k2Y44g8NzfFZaAOZvShbQ,43.391,2013-09-21 01:22:39 UTC,248,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,4.3,_k2Y44g8NzfFZaAOZvShbQ,214.7,2013-09-21 01:32:23 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,mean,_k2Y44g8NzfFZaAOZvShbQ,124.277,2013-09-21 01:34:53 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,_XE1Diw9h9Wm7hZMV1tHjQ,113.227,2013-09-21 02:17:26 UTC,157,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,_XE1Diw9h9Wm7hZMV1tHjQ,4.996,2013-09-21 02:19:35 UTC,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,_XE1Diw9h9Wm7hZMV1tHjQ,101.731,2013-09-21 02:21:28 UTC,10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,_XE1Diw9h9Wm7hZMV1tHjQ,95.085,2013-09-21 02:24:04 UTC,10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
pyramid_building,4.5,_XE1Diw9h9Wm7hZMV1tHjQ,206.296,2013-09-21 02:29:31 UTC,8,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,g_KPfrgvk7isyD1vFFuR4w,175.139,2013-09-21 02:47:53 UTC,314,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,global,7oP3REI2pGmAkFiuf3QsLA,600.687,2013-09-21 04:21:35 UTC,16,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.76 Safari/537.36"
maze_positioning,default,prrTiutitEJft-uzKhffyQ,181.996,2013-09-21 06:02:06 UTC,39,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,prrTiutitEJft-uzKhffyQ,109.747,2013-09-21 06:04:50 UTC,10,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,prrTiutitEJft-uzKhffyQ,53.156,2013-09-21 06:07:30 UTC,5,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,prrTiutitEJft-uzKhffyQ,6.598,2013-09-21 06:07:57 UTC,4,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,prrTiutitEJft-uzKhffyQ,3.656,2013-09-21 06:08:32 UTC,2,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,prrTiutitEJft-uzKhffyQ,1.419,2013-09-21 06:08:52 UTC,1,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,prrTiutitEJft-uzKhffyQ,49.576,2013-09-21 06:18:06 UTC,6,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,98ac8SJ_WCY_V--jP04slA,177.135,2013-09-21 06:44:00 UTC,211,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,98ac8SJ_WCY_V--jP04slA,120.69,2013-09-21 06:49:49 UTC,6,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,6.9,98ac8SJ_WCY_V--jP04slA,290.32,2013-09-21 07:01:06 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,98ac8SJ_WCY_V--jP04slA,3.888,2013-09-21 07:01:37 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,98ac8SJ_WCY_V--jP04slA,8.487,2013-09-21 07:04:11 UTC,3,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,98ac8SJ_WCY_V--jP04slA,100.075,2013-09-21 07:08:40 UTC,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
